trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
131,False,"{'a': 0.19999999999999948, 'e': 0.07280286282743559}",20,6,-5.460304296680594,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
132,False,"{'a': 0.19999999999999948, 'e': 0.07136126955638605}",20,12,1.4641722636889236,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.19999999999999948, 'e': 0.06994822174465536}",30,8,-0.7507800261096653,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
134,False,"{'a': 0.19999999999999948, 'e': 0.06856315415427791}",25,15,22.10841241236656,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.19999999999999948, 'e': 0.06720551273974976}",20,15,9.20878007089681,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.19999999999999948, 'e': 0.06587475442640295}",20,6,16.566545949662217,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.19999999999999948, 'e': 0.06457034689316847}",30,11,33.91754450731793,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.19999999999999948, 'e': 0.0632917683596407}",20,12,14.145538608259638,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.19999999999999948, 'e': 0.06203850737735829}",20,10,18.89328008526889,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.19999999999999948, 'e': 0.06081006262521795}",30,13,31.555627849694925,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.19999999999999948, 'e': 0.05960594270893937}",30,20,20.180078781734647,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.19999999999999948, 'e': 0.05842566596450083}",30,13,29.6599075709559,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.19999999999999948, 'e': 0.05726876026546736}",20,4,23.087670253435377,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.19999999999999948, 'e': 0.056134762834133725}",20,10,17.422467716268688,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.19999999999999948, 'e': 0.05502322005640723}",30,21,17.33864294322701,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.19999999999999948, 'e': 0.05393368730035602}",20,13,8.604078068869816,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.19999999999999948, 'e': 0.05286572873835037}",25,13,19.337942422108355,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.19999999999999948, 'e': 0.05181891717272583}",30,22,15.53816440074742,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.19999999999999948, 'e': 0.0507928338648985}",30,13,32.49011374980891,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.19999999999999948, 'e': 0.049787068367863944}",25,13,23.06778611041812,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.19999999999999948, 'e': 0.04880121836201296}",25,16,17.04912400768669,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.19999999999999948, 'e': 0.04783488949419837}",25,18,9.837595068446525,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.19999999999999948, 'e': 0.046887695219988486}",20,6,26.066886982085872,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.19999999999999948, 'e': 0.045959256649044204}",20,7,17.003415967002883,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.19999999999999948, 'e': 0.0450492023935578}",20,13,5.888268568044961,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.19999999999999948, 'e': 0.04415716841969286}",30,20,14.584342377207387,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.19999999999999948, 'e': 0.043282797901965896}",25,14,13.535915492451371,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.19999999999999948, 'e': 0.042425741080511385}",20,11,12.988340453104524,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.19999999999999948, 'e': 0.04158565512117316}",20,0,30.722352714230233,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
160,False,"{'a': 0.19999999999999948, 'e': 0.04076220397836621}",25,3,33.97650923792634,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.19999999999999948, 'e': 0.039955058260653896}",20,13,2.451745487843396,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.19999999999999948, 'e': 0.039163895098987066}",20,5,11.502169515952842,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.19999999999999948, 'e': 0.038388398017552054}",20,7,24.121683559462543,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.19999999999999948, 'e': 0.0376282568071762}",25,15,18.1360033385683,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.19999999999999948, 'e': 0.036883167401239994}",25,14,15.494220736001235,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
